timestamp,day_of_week,location,text_content,engagement_rate,keywords
2024-08-22 17:18:05,Thursday,"Los Angeles, USA",comparing samsung galaxy s25 to the competition not bad fitness productlaunch would love to get your feedback,0.11388,"['compare', 'samsung', 'galaxy']"
2024-08-22 21:11:25,Thursday,"Berlin, Germany",my one week review of apple vision pro not worth the money quality bestvalue let me know what you think,0.05313,"['week', 'review', 'bestvalue']"
2024-08-22 23:11:55,Thursday,"Vancouver, Canada",just tried the pixel buds from google disappointed with the quality innovation exclusive let me know what you think,0.02791,"['pixel', 'bud', 'disappoint']"
2024-08-23 11:09:21,Friday,"Milan, Italy",comparing amazon eero wifi to the competition best purchase ever fitness let me know what you think,0.19982,"['amazon', 'eero', 'wifi']"
2024-08-23 11:54:54,Friday,"Melbourne, Australia",attended the cocacola blackfriday event yesterday worth every penny premium reviews fitness would love to get your feedback,0.09361,"['blackfriday', 'event', 'yesterday']"
2024-08-23 12:52:04,Friday,"Toronto, Canada",attended the google sustainablefuture event yesterday returning it asap promo curious about your experience too,0.05668,"['sustainablefuture', 'event', 'yesterday']"
2024-08-23 14:01:27,Friday,"Seoul, South Korea",just unboxed my new galaxy z fold from samsung absolutely loving it could someone explain lifestyle,4.54818,"['galaxy', 'z', 'fold']"
2024-08-23 14:41:49,Friday,"Rio de Janeiro, Brazil",just unboxed my new diet coke from cocacola absolutely loving it so happy exclusive really interested in hearing your thoughts,0.07087,"['new', 'diet', 'coke']"
2024-08-24 04:00:16,Saturday,"Paris, France",has anyone else experienced customer service with microsofts surface pro best purchase ever styleguide health,0.04802,"['experience', 'customer', 'service']"
2024-08-24 09:07:40,Saturday,"Cairo, Egypt",my one year review of amazon fire tablet absolutely loving it quality fitness really interested in hearing your thoughts,0.03513,"['year', 'review', 'absolutely']"
2024-08-24 19:06:31,Saturday,"Lagos, Nigeria",should i upgrade about pepsis diet pepsi  travel exclusive quality would love to get your feedback,0.07303,"['pepsis', 'pepsi', 'travel', 'exclusive']"
2024-08-25 02:47:16,Sunday,"Vancouver, Canada",apple cybermonday is decent cant wait to see whats coming next deal lifestyle would love to get your feedback,0.18587,"['apple', 'cybermonday', 'lifestyle']"
2024-08-25 05:20:11,Sunday,"Johannesburg, South Africa",comparing google pixel 8 to the competition mixed feelings about it musthave innovation would love to get your feedback,0.11305,"['compare', 'google', 'pixel']"
2024-08-25 09:07:53,Sunday,"Paris, France",sad to report with my new yeezy from adidas exceeded my expectations affordable sale travel,0.42178,"['new', 'yeezy', 'exceed']"
2024-08-25 11:34:22,Sunday,"Chicago, USA",amazon summersale is excellent cant wait to see whats coming next discount affordable curious about your experience too,0.10706,"['amazon', 'summersale', 'what', 's']"
2024-08-25 12:31:25,Sunday,Singapore,just unboxed my new sienna from toyota best purchase ever feeling let down promo really interested in hearing your thoughts,0.13664,"['new', 'sienna', 'well']"
2024-08-25 16:25:10,Sunday,"Dubai, UAE",has anyone else experienced battery problems with apples mac mini returning it asap styleguide industryexpert trendalert newrelease,0.35422,"['experience', 'battery', 'problem']"
2024-08-25 17:09:29,Sunday,"Toronto, Canada",how do i fix about adidass superstar reviewsite newsoutlet trendalert newrelease eco let me know what you think,0.03157,"['superstar', 'newrelease', 'eco']"
2024-08-25 19:03:32,Sunday,"Rio de Janeiro, Brazil",just unboxed my new air force 1 from nike returning it asap bummed out newrelease,0.06989,"['new', 'air', 'force']"
2024-08-25 23:23:19,Sunday,"Berlin, Germany",has anyone else experienced connectivity issues with adidass gazelle highly recommend  customerservice exclusive really interested in hearing your thoughts,0.06472,"['experience', 'connectivity', 'issue']"
2024-08-26 00:58:42,Monday,"Shanghai, China",could someone explain with my new react from nike had issues with it bestvalue tech health,0.04942,"['new', 'react', 'tech']"
2024-08-26 02:39:52,Monday,"Berlin, Germany",attended the adidas winterwonders event yesterday its okay tech lifestyle discount would love to get your feedback,0.03287,"['winterwonder', 'event', 'yesterday']"
2024-08-26 03:04:59,Monday,"Dubai, UAE",just saw an ad for toyota sienna during the earthday disappointed with the quality specialoffer fashion affordable,0.04621,"['toyota', 'sienna', 'disappoint']"
2024-08-26 05:36:12,Monday,"Osaka, Japan",just unboxed my new fire tv from amazon highly recommend frustrated travel limited let me know what you think,0.11151,"['limit', 'highly', 'recommend']"
2024-08-26 17:34:46,Monday,"Sydney, Australia",has anyone else experienced battery problems with microsofts surface laptop returning it asap customerservice productteam newrelease discount,0.16381,"['experience', 'battery', 'problem']"
2024-08-26 21:21:05,Monday,"Rio de Janeiro, Brazil",comparing amazon fire tablet to the competition disappointed with the quality trendalert specialoffer let me know what you think,0.18272,"['compare', 'amazon', 'disappoint']"
2024-08-26 23:24:14,Monday,"Madrid, Spain",just tried the surface go from microsoft not worth the money trending promo curious about your experience too,0.12483,"['trend', 'promo', 'curious']"
2024-08-27 00:57:04,Tuesday,"Mumbai, India",my three months review of cocacola sprite best purchase ever health curious about your experience too,0.06299,"['month', 'review', 'sprite']"
2024-08-27 04:51:37,Tuesday,"Barcelona, Spain",has anyone else experienced battery problems with cocacolas cocacola cherry its okay productteam affordable premium,0.06477,"['battery', 'productteam', 'affordable']"
2024-08-27 08:17:51,Tuesday,"São Paulo, Brazil",confused about with my new kindle from amazon not bad beauty limited reviews really interested in hearing your thoughts,0.06003,"['new', 'kindle', 'beauty']"
2024-08-27 13:24:38,Tuesday,"Houston, USA",google holidayspecial is fantastic cant wait to see whats coming next sustainable promo health let me know what you think,0.41584,"['google', 'holidayspecial', 'come']"
2024-08-27 18:39:52,Tuesday,"Toronto, Canada",my one month review of cocacola coke zero worth every penny innovation curious about your experience too,0.11244,"['month', 'review', 'innovation']"
2024-08-27 23:28:26,Tuesday,"Beijing, China",confused about with my new pixel watch from google exceeded my expectations musthave lifestyle really interested in hearing your thoughts,0.05798,"['new', 'pixel', 'watch']"
2024-08-28 02:22:13,Wednesday,"Lyon, France",has anyone else experienced customer service with adidass superstar highly recommend productteam techhelp specialoffer beauty,0.06595,"['experience', 'customer', 'service']"
2024-08-28 03:57:58,Wednesday,"Chicago, USA",just tried the ring camera from amazon as expected travel tech exclusive really interested in hearing your thoughts,0.04884,"['ring', 'camera', 'travel']"
2024-08-28 04:38:34,Wednesday,"Manchester, UK",comparing cocacola coke zero to the competition wouldnt recommend musthave would love to get your feedback,0.0409,"['cocacola', 'coke', 'zero']"
2024-08-28 04:47:48,Wednesday,"Vancouver, Canada",comparing amazon eero wifi to the competition does the job quality sale let me know what you think,0.28148,"['amazon', 'eero', 'wifi']"
2024-08-28 09:12:31,Wednesday,"Paris, France",just tried the zoom pegasus from nike worth every penny sale lifestyle limited let me know what you think,0.09376,"['zoom', 'pegasus', 'nike']"
2024-08-28 10:04:06,Wednesday,"Cairo, Egypt",my three months review of cocacola cocacola vanilla not bad newrelease let me know what you think,0.06718,"['newrelease', 'month', 'review']"
2024-08-28 15:34:59,Wednesday,"Madrid, Spain",just tried the surface laptop from microsoft returning it asap quality lifestyle deal curious about your experience too,0.04679,"['surface', 'laptop', 'microsoft']"
2024-08-28 15:58:51,Wednesday,Singapore,not sure why with my new imac from apple returning it asap deal eco bestvalue,0.07664,"['new', 'imac', 'return']"
2024-08-28 20:32:03,Wednesday,"Rome, Italy",just saw an ad for google pixel 8 during the valentinesdeals not worth the money discount,0.03508,"['google', 'pixel', 'discount']"
2024-08-28 21:07:06,Wednesday,"Lagos, Nigeria",sad to report with my new fanta from cocacola disappointed with the quality travel reviews beauty,0.46632,"['new', 'fanta', 'disappoint']"
2024-08-29 01:55:09,Thursday,"London, UK",attended the cocacola launchwave event yesterday wouldnt recommend musthave fitness would love to get your feedback,0.09412,"['launchwave', 'recommend', 'musthave']"
2024-08-29 05:18:47,Thursday,"Shanghai, China",toyota globalcampaign is impressive cant wait to see whats coming next discount really interested in hearing your thoughts,0.13969,"['toyota', 'globalcampaign', 'come']"
2024-08-29 06:04:39,Thursday,"Delhi, India",comparing toyota tacoma to the competition returning it asap quality reviews musthave would love to get your feedback,0.05665,"['compare', 'toyota', 'tacoma']"
2024-08-29 07:30:09,Thursday,"Johannesburg, South Africa",any advice about microsofts surface go  tech would love to get your feedback,1.4269,[]
2024-08-29 17:20:35,Thursday,"Shanghai, China",just unboxed my new stan smith from adidas mixed feelings about it loving it bestvalue specialoffer food,0.55837,"['new', 'stan', 'smith']"
2024-08-30 02:56:16,Friday,"Shanghai, China",comparing samsung galaxy s25 to the competition not worth the money premium reviews food really interested in hearing your thoughts,0.15672,"['compare', 'samsung', 'galaxy']"
2024-08-30 08:12:44,Friday,"Houston, USA",attended the pepsi nextgeneration event yesterday wouldnt recommend health newrelease travel curious about your experience too,0.06596,"['nextgeneration', 'newrelease', 'travel']"
2024-08-30 09:17:54,Friday,Singapore,attended the apple localtouchpoints event yesterday best purchase ever exclusive let me know what you think,0.21187,"['localtouchpoint', 'event', 'yesterday']"
2024-08-30 09:18:00,Friday,"Sydney, Australia",just saw an ad for cocacola fanta during the backtoschool had issues with it discount eco bestvalue,0.11501,"['cocacola', 'fanta', 'eco']"
2024-08-30 16:15:41,Friday,"Osaka, Japan",just saw an ad for apple apple watch during the holidayspecial had issues with it innovation tech sustainable,0.08715,"['apple', 'watch', 'tech']"
2024-08-31 02:03:36,Saturday,"São Paulo, Brazil",just unboxed my new ipad air from apple not bad bummed out reviews beauty would love to get your feedback,0.59456,"['new', 'ipad', 'air']"
2024-08-31 11:25:43,Saturday,"Mexico City, Mexico",just unboxed my new pepsi wild cherry from pepsi returning it asap could someone explain trendalert,0.06063,"['pepsi', 'wild', 'cherry']"
2024-08-31 12:20:37,Saturday,"Toronto, Canada",loving it with my new camry from toyota returning it asap musthave would love to get your feedback,0.16905,"['new', 'camry', 'musthave']"
2024-08-31 12:30:24,Saturday,"New York, USA",pepsi referralbonus is subpar cant wait to see whats coming next eco promo curious about your experience too,0.03015,"['pepsi', 'referralbonus', 'what', 's']"
2024-08-31 14:55:25,Saturday,"Lagos, Nigeria",has anyone else experienced battery problems with googles nest hub worth every penny brandceo productlaunch fashion quality,0.02931,"['experience', 'battery', 'problem']"
2024-09-01 00:05:00,Sunday,"Dubai, UAE",not sure why with my new prius from toyota its okay sale really interested in hearing your thoughts,0.06011,"['new', 'prius', 'sale']"
2024-09-01 20:53:26,Sunday,"Lyon, France",comparing nike air max to the competition absolutely loving it customerservice innovation trending curious about your experience too,0.1233,"['nike', 'air', 'max']"
2024-09-01 22:15:35,Sunday,"Osaka, Japan",my six months review of adidas gazelle its okay fitness specialoffer would love to get your feedback,0.29498,"['month', 'review', 'adida']"
2024-09-02 09:02:24,Monday,"Tokyo, Japan",how do i fix about googles pixel watch celebrityname exclusive curious about your experience too,0.37742,"['pixel', 'celebrityname', 'exclusive']"
2024-09-02 12:52:06,Monday,"Beijing, China",attended the apple backtoschool event yesterday not worth the money beauty newrelease would love to get your feedback,0.06296,"['apple', 'backtoschool', 'event']"
2024-09-02 13:38:41,Monday,"Rio de Janeiro, Brazil",any advice about samsungs galaxy buds brandsupport affordable curious about your experience too,0.27893,"['galaxy', 'brandsupport', 'affordable']"
2024-09-02 22:30:30,Monday,"São Paulo, Brazil",loving it with my new crystal pepsi from pepsi wouldnt recommend trending curious about your experience too,0.08174,"['trend', 'crystal', 'pepsi']"
2024-09-03 11:29:09,Tuesday,"Cairo, Egypt",comparing amazon eero wifi to the competition highly recommend deal discount bestvalue would love to get your feedback,0.05028,"['amazon', 'eero', 'wifi']"
2024-09-03 11:50:41,Tuesday,"Madrid, Spain",cannot believe with my new xbox elite controller from microsoft exceeded my expectations lifestyle musthave premium,0.19243,"['new', 'xbox', 'elite']"
2024-09-03 12:44:41,Tuesday,"Lagos, Nigeria",so happy with my new tundra from toyota disappointed with the quality premium specialoffer would love to get your feedback,0.0557,"['new', 'tundra', 'toyota']"
2024-09-03 16:28:41,Tuesday,"Munich, Germany",attended the microsoft valentinesdeals event yesterday does the job discount eco trendalert would love to get your feedback,0.01456,"['valentinesdeal', 'event', 'yesterday']"
2024-09-03 19:43:10,Tuesday,"Rio de Janeiro, Brazil",just tried the tundra from toyota had issues with it food promo let me know what you think,0.05518,"['food', 'promo', 'let']"
2024-09-04 02:55:57,Wednesday,"Lyon, France",just unboxed my new zoom pegasus from nike returning it asap thrilled fitness specialoffer would love to get your feedback,0.05699,"['new', 'zoom', 'pegasus']"
2024-09-04 07:07:48,Wednesday,"Houston, USA",has anyone else experienced customer service with cocacolas cocacola vanilla as expected competitorbrand retailsupport productlaunch affordable,0.03049,"['service', 'experience', 'retailsupport']"
2024-09-04 07:55:47,Wednesday,"Toronto, Canada",my one year review of cocacola fanta worth every penny innovation reviews limited really interested in hearing your thoughts,0.18499,"['review', 'innovation', 'review', 'fanta']"
2024-09-04 11:40:26,Wednesday,"Paris, France",adidas powerrelease is amazing cant wait to see whats coming next exclusive health food would love to get your feedback,0.05279,"['adida', 'powerrelease', 'what', 's']"
2024-09-04 16:27:25,Wednesday,"Sydney, Australia",has anyone else experienced customer service with amazons eero wifi wouldnt recommend  beauty let me know what you think,0.07658,"['experience', 'customer', 'service']"
2024-09-05 09:38:13,Thursday,"Dubai, UAE",my two days review of toyota sienna disappointed with the quality fashion curious about your experience too,0.01883,"['day', 'review', 'fashion']"
2024-09-05 12:32:24,Thursday,"Beijing, China",has anyone else experienced delivery delays with nikes air force 1 best purchase ever  reviews sale discount,1.11233,"['experience', 'delivery', 'delay']"
2024-09-05 21:03:01,Thursday,"Berlin, Germany",just tried the corolla from toyota absolutely loving it health travel really interested in hearing your thoughts,0.08773,"['toyota', 'absolutely', 'love']"
2024-09-06 06:44:17,Friday,"Chicago, USA",attended the adidas globalcampaign event yesterday wouldnt recommend reviews customerservice sustainable let me know what you think,0.08025,"['globalcampaign', 'customerservice', 'sustainable']"
2024-09-06 09:25:44,Friday,"Shanghai, China",just saw an ad for cocacola cocacola cherry during the fallcollection had issues with it trending discount,0.01035,"['cocacola', 'cherry', 'trend']"
2024-09-06 09:41:16,Friday,"Berlin, Germany",has anyone else experienced battery problems with adidass predator its okay influencername health productlaunch customerservice,0.02981,"['experience', 'battery', 'problem']"
2024-09-06 19:35:13,Friday,"Dubai, UAE",anyone have tips about amazons ring camera newsoutlet discount really interested in hearing your thoughts,0.66293,"['ring', 'camera', 'newsoutlet']"
2024-09-07 13:39:34,Saturday,"Osaka, Japan",just saw an ad for microsoft surface pro during the powerrelease exceeded my expectations fitness,0.13429,"['microsoft', 'surface', 'pro']"
2024-09-08 04:17:44,Sunday,"Madrid, Spain",just tried the tundra from toyota not bad productlaunch beauty really interested in hearing your thoughts,0.16104,"['bad', 'productlaunch', 'beauty']"
2024-09-08 17:52:47,Sunday,"Dubai, UAE",cocacola backtoschool is disappointing cant wait to see whats coming next food premium health let me know what you think,0.07177,"['cocacola', 'backtoschool', 'come']"
2024-09-08 18:39:53,Sunday,"Toronto, Canada",just saw an ad for cocacola coke zero during the winterwonders had issues with it health innovation specialoffer,0.03426,"['cocacola', 'coke', 'zero']"
2024-09-08 20:54:34,Sunday,"São Paulo, Brazil",google loyaltyrewards is overpriced cant wait to see whats coming next reviews promo discount really interested in hearing your thoughts,0.03501,"['google', 'loyaltyreward', 'what', 's']"
2024-09-09 03:53:19,Monday,"Madrid, Spain",just saw an ad for nike air max during the innovationx not bad fashion health deal,0.21968,"['nike', 'air', 'max']"
2024-09-09 04:11:37,Monday,"Lyon, France",so happy with my new fanta from cocacola absolutely loving it customerservice quality would love to get your feedback,0.13687,"['new', 'fanta', 'absolutely']"
2024-09-09 09:50:36,Monday,"Manchester, UK",just saw an ad for apple mac mini during the backtoschool returning it asap trendalert sustainable fashion,0.0699,"['apple', 'mac', 'mini']"
2024-09-09 11:00:10,Monday,"Rio de Janeiro, Brazil",just tried the pepsi zero sugar from pepsi had issues with it bestvalue newrelease innovation,0.10115,"['pepsi', 'zero', 'sugar']"
2024-09-09 17:23:38,Monday,"Delhi, India",any advice about adidass samba  reviews beauty really interested in hearing your thoughts,0.0623,"['samba', 'review', 'beauty']"
2024-09-09 22:20:25,Monday,"Rio de Janeiro, Brazil",loving it with my new sienna from toyota mixed feelings about it limited productlaunch let me know what you think,2.13312,"['new', 'sienna', 'productlaunch']"
2024-09-10 03:41:35,Tuesday,"São Paulo, Brazil",samsung sustainablefuture is overpriced cant wait to see whats coming next promo curious about your experience too,0.05526,"['samsung', 'sustainablefuture', 'curious']"
2024-09-10 03:53:06,Tuesday,"Toronto, Canada",my two days review of microsoft surface laptop worth every penny health sale food curious about your experience too,0.07946,"['day', 'review', 'food']"
2024-09-10 03:59:06,Tuesday,"Tokyo, Japan",has anyone else experienced customer service with googles pixel buds absolutely loving it  innovation food,0.19032,"['experience', 'customer', 'service']"
2024-09-10 19:09:44,Tuesday,"Dubai, UAE",should i upgrade about amazons fire tv  customerservice sale bestvalue let me know what you think,0.07398,"['customerservice', 'sale', 'bestvalue']"
2024-09-10 19:46:59,Tuesday,"Rome, Italy",comparing amazon fire tablet to the competition disappointed with the quality eco let me know what you think,0.06162,"['compare', 'amazon', 'competition']"
2024-09-11 09:52:51,Wednesday,"Cairo, Egypt",has anyone else experienced connectivity issues with pepsis pepsi zero sugar does the job trendsetter trendalert productlaunch,0.06127,"['connectivity', 'trendsetter', 'trendalert']"
2024-09-11 14:43:27,Wednesday,"Mumbai, India",just tried the vision pro from apple as expected premium quality really interested in hearing your thoughts,0.04974,"['vision', 'pro', 'premium']"
2024-09-11 15:38:20,Wednesday,"Vancouver, Canada",samsung backtoschool is fantastic cant wait to see whats coming next discount productlaunch sale let me know what you think,0.03361,"['samsung', 'backtoschool', 'come']"
2024-09-11 20:03:01,Wednesday,"Lagos, Nigeria",just saw an ad for adidas ultraboost during the valentinesdeals does the job innovation really interested in hearing your thoughts,0.68217,"['adida', 'ultraboost', 'innovation']"
2024-09-11 21:52:41,Wednesday,"Tokyo, Japan",my one month review of cocacola coke zero mixed feelings about it customerservice tech would love to get your feedback,0.08795,"['month', 'review', 'customerservice']"
2024-09-12 03:58:25,Thursday,"Osaka, Japan",comparing google nest thermostat to the competition returning it asap discount deal would love to get your feedback,0.19611,"['google', 'nest', 'thermostat']"
2024-09-12 13:11:01,Thursday,"New York, USA",comparing adidas predator to the competition best purchase ever lifestyle let me know what you think,0.10927,"['compare', 'adida', 'predator']"
2024-09-13 02:36:22,Friday,"Johannesburg, South Africa",just tried the tacoma from toyota absolutely loving it trending would love to get your feedback,0.03469,"['toyota', 'absolutely', 'love', 'love']"
2024-09-13 07:08:40,Friday,"London, UK",google earthday is impressive cant wait to see whats coming next innovation really interested in hearing your thoughts,0.05487,"['google', 'earthday', 'come']"
2024-09-13 08:50:26,Friday,"Munich, Germany",my one week review of samsung galaxy buds its okay musthave curious about your experience too,0.04963,"['week', 'review', 'musthave']"
2024-09-13 10:14:47,Friday,"Berlin, Germany",my three months review of cocacola cocacola vanilla as expected travel tech let me know what you think,0.06909,"['travel', 'tech', 'review']"
2024-09-13 18:45:26,Friday,"Delhi, India",just saw an ad for amazon echo dot during the customerfirst highly recommend discount health bestvalue,0.7684,"['amazon', 'echo', 'dot']"
2024-09-13 22:59:29,Friday,"Chicago, USA",just tried the pepsi lime from pepsi as expected trendalert let me know what you think,0.05614,"['pepsi', 'lime', 'trendalert']"
2024-09-14 00:20:06,Saturday,"Tokyo, Japan",comparing nike flyknit to the competition returning it asap newrelease really interested in hearing your thoughts,0.12062,"['compare', 'nike', 'flyknit']"
2024-09-14 00:32:26,Saturday,"Vancouver, Canada",nike launchwave is frustrating cant wait to see whats coming next productlaunch bestvalue trendalert really interested in hearing your thoughts,1.1985,"['nike', 'launchwave', 'what', 's']"
2024-09-14 10:39:22,Saturday,"Johannesburg, South Africa",comparing adidas yeezy to the competition returning it asap limited let me know what you think,0.07432,"['compare', 'adida', 'yeezy']"
2024-09-14 11:51:21,Saturday,"Johannesburg, South Africa",has anyone else experienced software bugs with amazons halo band not worth the money industryexpert quality premium,0.0901,"['experience', 'software', 'bug']"
2024-09-14 13:46:44,Saturday,"London, UK",my one year review of amazon halo band highly recommend exclusive affordable promo really interested in hearing your thoughts,0.06115,"['year', 'review', 'affordable']"
2024-09-14 20:34:19,Saturday,"São Paulo, Brazil",just unboxed my new chromebook from google had issues with it so happy eco affordable,0.03559,"['new', 'chromebook', 'eco']"
2024-09-14 20:59:00,Saturday,"Beijing, China",not sure why with my new zoom pegasus from nike absolutely loving it travel productlaunch,0.4848,"['new', 'zoom', 'pegasus']"
2024-09-15 01:01:03,Sunday,"Shanghai, China",just saw an ad for adidas yeezy during the powerrelease not bad lifestyle tech exclusive,0.47954,"['adida', 'yeezy', 'lifestyle']"
2024-09-15 05:20:07,Sunday,"Osaka, Japan",just tried the crystal pepsi from pepsi absolutely loving it sale bestvalue really interested in hearing your thoughts,0.0717,"['pepsi', 'absolutely', 'love']"
2024-09-15 13:02:45,Sunday,"Munich, Germany",attended the toyota customerfirst event yesterday best purchase ever lifestyle really interested in hearing your thoughts,0.11654,"['customerfirst', 'yesterday', 'well']"
2024-09-15 13:12:14,Sunday,"Toronto, Canada",adidas powerrelease is impressive cant wait to see whats coming next discount exclusive curious about your experience too,0.03572,"['adida', 'powerrelease', 'what', 's']"
2024-09-15 17:08:41,Sunday,"Vancouver, Canada",has anyone else experienced battery problems with toyotas rav4 best purchase ever styleguide specialoffer health tech,0.03719,"['experience', 'battery', 'problem']"
2024-09-15 19:29:02,Sunday,"Los Angeles, USA",comparing adidas yeezy to the competition best purchase ever eco trending curious about your experience too,0.27725,"['compare', 'adida', 'yeezy']"
2024-09-16 04:35:25,Monday,"Lagos, Nigeria",bummed out with my new diet pepsi from pepsi disappointed with the quality reviews sustainable,0.42293,"['new', 'diet', 'pepsi']"
2024-09-16 10:58:24,Monday,"Barcelona, Spain",has anyone else experienced customer service with apples macbook pro had issues with it  trendalert premium,0.08227,"['experience', 'customer', 'service']"
2024-09-16 12:34:12,Monday,"Lagos, Nigeria",has anyone else experienced battery problems with amazons ring camera disappointed with the quality  health musthave sustainable,0.16146,"['experience', 'battery', 'problem']"
2024-09-16 15:19:34,Monday,"Lagos, Nigeria",attended the microsoft customerfirst event yesterday its okay premium sale limited would love to get your feedback,0.05997,"['customerfirst', 'event', 'yesterday']"
2024-09-16 19:12:04,Monday,"Berlin, Germany",my three months review of samsung galaxy watch exceeded my expectations productlaunch curious about your experience too,0.03675,"['month', 'review', 'productlaunch']"
2024-09-16 20:54:27,Monday,"Mexico City, Mexico",attended the samsung digitaltransformation event yesterday worth every penny lifestyle curious about your experience too,0.14696,"['digitaltransformation', 'event', 'yesterday']"
2024-09-17 00:03:57,Tuesday,"Toronto, Canada",attended the adidas digitaltransformation event yesterday disappointed with the quality sale bestvalue let me know what you think,0.11434,"['digitaltransformation', 'event', 'yesterday']"
2024-09-17 05:39:31,Tuesday,"London, UK",comparing microsoft surface pro to the competition worth every penny fashion newrelease let me know what you think,0.10667,"['compare', 'microsoft', 'surface']"
2024-09-17 08:58:55,Tuesday,"New York, USA",not sure why with my new yeezy from adidas exceeded my expectations lifestyle curious about your experience too,0.03215,"['new', 'yeezy', 'adida']"
2024-09-17 09:58:01,Tuesday,"Manchester, UK",my one month review of microsoft surface laptop highly recommend fitness promo let me know what you think,0.03819,"['month', 'review', 'promo']"
2024-09-17 12:20:12,Tuesday,"Melbourne, Australia",pepsi launchwave is overpriced cant wait to see whats coming next sustainable sale let me know what you think,0.12266,"['pepsi', 'launchwave', 'what', 's']"
2024-09-18 02:38:59,Wednesday,"Mexico City, Mexico",has anyone else experienced delivery delays with cocacolas cocacola cherry highly recommend  health promo sale,0.04048,"['delivery', 'health', 'promo']"
2024-09-18 10:34:24,Wednesday,"Osaka, Japan",loving it with my new air force 1 from nike not bad fashion really interested in hearing your thoughts,0.11247,"['new', 'air', 'force']"
2024-09-18 11:55:10,Wednesday,"Lagos, Nigeria",loving it with my new cocacola cherry from cocacola its okay musthave lifestyle specialoffer curious about your experience too,0.12368,"['new', 'cocacola', 'cherry']"
2024-09-18 18:12:46,Wednesday,"Dubai, UAE",my one week review of pepsi crystal pepsi worth every penny health premium curious about your experience too,0.07431,"['week', 'review', 'health']"
2024-09-19 09:31:01,Thursday,"Seoul, South Korea",comparing pepsi pepsi lime to the competition wouldnt recommend fashion bestvalue promo curious about your experience too,0.28687,"['compare', 'pepsi', 'lime']"
2024-09-19 10:06:15,Thursday,"London, UK",just unboxed my new cocacola vanilla from cocacola had issues with it could someone explain promo eco,0.0586,"['new', 'cocacola', 'vanilla']"
2024-09-19 13:40:15,Thursday,"Dubai, UAE",sad to report with my new fire tablet from amazon had issues with it premium sale,0.28735,[]
2024-09-19 14:17:20,Thursday,"Milan, Italy",comparing google nest thermostat to the competition best purchase ever specialoffer curious about your experience too,0.42545,"['google', 'nest', 'thermostat']"
2024-09-19 23:18:32,Thursday,"Manchester, UK",has anyone else experienced connectivity issues with nikes drifit absolutely loving it newsoutlet fitness customerservice,0.30323,"['experience', 'connectivity', 'issue']"
2024-09-20 01:35:55,Friday,"Seoul, South Korea",nike digitaltransformation is underwhelming cant wait to see whats coming next specialoffer tech curious about your experience too,0.10511,"['nike', 'digitaltransformation', 'what', 's']"
2024-09-20 07:26:47,Friday,"São Paulo, Brazil",comparing nike air jordan to the competition absolutely loving it sale let me know what you think,0.07847,"['nike', 'air', 'jordan']"
2024-09-20 08:58:33,Friday,"Toronto, Canada",just tried the tacoma from toyota wouldnt recommend beauty deal really interested in hearing your thoughts,0.13456,"['would', 'not', 'recommend', 'beauty']"
2024-09-20 10:54:08,Friday,"Berlin, Germany",my one month review of google chromebook highly recommend eco musthave affordable curious about your experience too,0.09386,"['month', 'review', 'affordable']"
2024-09-20 21:37:02,Friday,"Madrid, Spain",comparing adidas gazelle to the competition returning it asap musthave travel innovation would love to get your feedback,0.04702,"['compare', 'adida', 'gazelle']"
2024-09-21 05:03:34,Saturday,"Houston, USA",just tried the mac mini from apple absolutely loving it eco would love to get your feedback,0.05787,"['mac', 'mini', 'absolutely']"
2024-09-21 14:46:38,Saturday,"Los Angeles, USA",has anyone else experienced customer service with toyotas tacoma worth every penny celebrityname techhelp trendalert health,1.69597,"['experience', 'customer', 'service']"
2024-09-22 00:13:54,Sunday,"Seoul, South Korea",just saw an ad for cocacola diet coke during the backtoschool worth every penny fitness innovation,0.07172,"['cocacola', 'diet', 'coke']"
2024-09-22 02:53:31,Sunday,"Sydney, Australia",just unboxed my new mac mini from apple worth every penny confused about travel lifestyle promo,0.11779,"['new', 'mac', 'mini']"
2024-09-22 03:38:19,Sunday,"Melbourne, Australia",sad to report with my new air jordan from nike best purchase ever productlaunch food affordable,0.07121,"['new', 'air', 'jordan']"
2024-09-22 03:40:24,Sunday,"Dubai, UAE",just saw an ad for apple iphone 15 during the backtoschool returning it asap innovation fashion,0.09497,"['apple', 'iphone', 'backtoschool']"
2024-09-22 19:36:42,Sunday,"Los Angeles, USA",has anyone else experienced battery problems with apples apple watch had issues with it influencername sale newrelease,0.15981,"['battery', 'influencername', 'sale']"
2024-09-22 21:31:25,Sunday,"Delhi, India",my one month review of apple airpods pro not worth the money beauty let me know what you think,0.77866,"['month', 'review', 'beauty']"
2024-09-22 23:05:00,Sunday,"Rome, Italy",just unboxed my new vision pro from apple does the job bummed out newrelease health beauty,0.1482,"['new', 'vision', 'pro']"
2024-09-23 04:12:15,Monday,"Manchester, UK",comparing nike epic react to the competition had issues with it affordable would love to get your feedback,0.07091,"['nike', 'epic', 'react']"
2024-09-23 06:33:45,Monday,"Sydney, Australia",anyone have tips about adidass nmd styleguide fashion affordable reviews curious about your experience too,0.2552,"['review', 'nmd', 'styleguide']"
